date,post_count,post_count_diff,prob_epidemic
2019-01-19,5,-7.0,
2019-01-20,6,1.0,0.057593706409272076
2019-01-21,6,0.0,
2019-01-22,7,1.0,
2019-01-23,7,0.0,
2019-01-24,12,5.0,
2019-01-25,15,3.0,0.9642032917448037
2019-01-26,4,-11.0,
2019-01-27,2,-2.0,
2019-01-28,15,13.0,
2019-01-29,13,-2.0,
2019-01-30,23,10.0,0.9999999999999998
2019-01-31,13,-10.0,
2019-02-01,8,-5.0,
2019-02-02,5,-3.0,
2019-02-03,1,-4.0,
2019-02-04,6,5.0,1.0
2019-02-05,6,0.0,
2019-02-06,7,1.0,
2019-02-07,2,-5.0,
2019-02-08,4,2.0,
2019-02-09,4,0.0,1.0
2019-02-10,3,-1.0,
2019-02-11,8,5.0,
2019-02-12,7,-1.0,
2019-02-13,4,-3.0,
2019-02-14,5,1.0,0.654600924260725
2019-02-15,6,1.0,
2019-02-16,1,-5.0,
2019-02-17,3,2.0,
2019-02-18,5,2.0,
2019-02-19,9,4.0,0.9999999990866442
2019-02-20,7,-2.0,
2019-02-21,5,-2.0,
2019-02-22,10,5.0,
2019-02-23,4,-6.0,
2019-02-24,6,2.0,0.982653470518192
2019-02-25,6,0.0,
2019-02-26,12,6.0,
2019-02-27,7,-5.0,
2019-02-28,5,-2.0,
2019-03-01,6,1.0,0.6909673634336778
2019-03-02,7,1.0,
2019-03-03,2,-5.0,
2019-03-04,8,6.0,
2019-03-05,5,-3.0,
2019-03-06,5,0.0,1.0
2019-03-07,7,2.0,
2019-03-08,3,-4.0,
2019-03-09,3,0.0,
2019-03-10,2,-1.0,
2019-03-11,5,3.0,1.0
2019-03-12,2,-3.0,
2019-03-13,8,6.0,
2019-03-14,3,-5.0,
2019-03-15,5,2.0,
2019-03-16,1,-4.0,0.017549532698211658
2019-03-17,5,4.0,
2019-03-18,6,1.0,
2019-03-19,24,18.0,
2019-03-20,9,-15.0,
2019-03-21,15,6.0,0.9002262552728428
2019-03-22,13,-2.0,
2019-03-23,8,-5.0,
2019-03-24,11,3.0,
2019-03-25,10,-1.0,
2019-03-26,6,-4.0,0.01662635854775752
2019-03-27,4,-2.0,
2019-03-28,4,0.0,
2019-03-29,6,2.0,
2019-03-30,6,0.0,
2019-03-31,3,-3.0,0.011907514043113417
2019-04-01,13,10.0,
2019-04-02,13,0.0,
2019-04-03,15,2.0,
2019-04-04,7,-8.0,
2019-04-05,7,0.0,0.029692692217867397
2019-04-06,2,-5.0,
2019-04-07,2,0.0,
2019-04-08,7,5.0,
2019-04-09,8,1.0,
2019-04-10,8,0.0,0.014954447142814058
2019-04-11,9,1.0,
2019-04-12,6,-3.0,
2019-04-13,5,-1.0,
2019-04-14,1,-4.0,
2019-04-15,7,6.0,0.06271130386763708
2019-04-16,17,10.0,
2019-04-17,7,-10.0,
2019-04-18,6,-1.0,
2019-04-19,5,-1.0,
2019-04-20,3,-2.0,0.07016620730505545
2019-04-21,4,1.0,
2019-04-22,6,2.0,
2019-04-23,7,1.0,
2019-04-24,12,5.0,
2019-04-25,5,-7.0,0.3521666581994042
2019-04-26,9,4.0,
2019-04-27,3,-6.0,
2019-04-28,2,-1.0,
2019-04-29,8,6.0,
2019-04-30,16,8.0,0.313003570705215
2019-05-01,28,12.0,
2019-05-02,9,-19.0,
2019-05-03,6,-3.0,
2019-05-04,3,-3.0,
2019-05-05,6,3.0,0.19517549961589178
2019-05-06,8,2.0,
2019-05-07,15,7.0,
2019-05-08,14,-1.0,
2019-05-09,11,-3.0,
2019-05-10,12,1.0,0.12811877277869133
2019-05-11,10,-2.0,
2019-05-12,5,-5.0,
2019-05-13,8,3.0,
2019-05-14,13,5.0,
2019-05-15,13,0.0,0.4202126062876292
2019-05-16,19,6.0,
2019-05-17,9,-10.0,
2019-05-18,9,0.0,
2019-05-19,9,0.0,
2019-05-20,10,1.0,0.5070897203275032
2019-05-21,12,2.0,
2019-05-22,4,-8.0,
2019-05-23,12,8.0,
2019-05-24,5,-7.0,
2019-05-25,12,7.0,0.9999783906843105
2019-05-26,9,-3.0,
2019-05-27,33,24.0,
2019-05-28,32,-1.0,
2019-05-29,20,-12.0,
2019-05-30,6,-14.0,0.9877639070205357
2019-05-31,9,3.0,
2019-06-01,8,-1.0,
2019-06-02,6,-2.0,
2019-06-03,15,9.0,
2019-06-04,13,-2.0,0.5952833555522351
2019-06-05,16,3.0,
2019-06-06,25,9.0,
2019-06-07,24,-1.0,
2019-06-08,16,-8.0,
2019-06-09,17,1.0,0.3952775468818084
2019-06-10,23,6.0,
2019-06-11,17,-6.0,
2019-06-12,17,0.0,
2019-06-13,9,-8.0,
2019-06-14,10,1.0,0.35281866107276905
2019-06-15,8,-2.0,
2019-06-16,2,-6.0,
2019-06-17,7,5.0,
2019-06-18,12,5.0,
2019-06-19,14,2.0,0.44302711020236957
2019-06-20,12,-2.0,
2019-06-21,7,-5.0,
2019-06-22,8,1.0,
2019-06-23,4,-4.0,
2019-06-24,12,8.0,0.9999851077351678
2019-06-25,11,-1.0,
2019-06-26,9,-2.0,
2019-06-27,14,5.0,
2019-06-28,16,2.0,
2019-06-29,7,-9.0,0.99999886717386
2019-06-30,7,0.0,
2019-07-01,8,1.0,
2019-07-02,14,6.0,
2019-07-03,9,-5.0,
2019-07-04,5,-4.0,0.9455497202212685
2019-07-05,10,5.0,
2019-07-06,4,-6.0,
2019-07-07,22,18.0,
2019-07-08,14,-8.0,
2019-07-09,16,2.0,0.5394157419942152
2019-07-10,14,-2.0,
2019-07-11,17,3.0,
2019-07-12,10,-7.0,
2019-07-13,4,-6.0,
2019-07-14,5,1.0,1.7235268035256214e-11
2019-07-15,12,7.0,
2019-07-16,10,-2.0,
2019-07-17,9,-1.0,
2019-07-18,15,6.0,
2019-07-19,13,-2.0,1.1256938703005173e-14
2019-07-20,5,-8.0,
2019-07-21,5,0.0,
2019-07-22,5,0.0,
2019-07-23,13,8.0,
2019-07-24,10,-3.0,0.014038694083150574
2019-07-25,13,3.0,
2019-07-26,13,0.0,
2019-07-27,5,-8.0,
2019-07-28,5,0.0,
2019-07-29,8,3.0,1.0000000000000002
2019-07-30,32,24.0,
2019-07-31,24,-8.0,
2019-08-01,19,-5.0,
2019-08-02,18,-1.0,
2019-08-03,9,-9.0,5.709538285949397e-23
2019-08-04,4,-5.0,
2019-08-05,14,10.0,
2019-08-06,20,6.0,
2019-08-07,56,36.0,
2019-08-08,48,-8.0,6.526466304758291e-10
2019-08-09,26,-22.0,
2019-08-10,14,-12.0,
2019-08-11,7,-7.0,
2019-08-12,10,3.0,
2019-08-13,15,5.0,0.11493650941419499
2019-08-14,19,4.0,
2019-08-15,24,5.0,
2019-08-16,15,-9.0,
2019-08-17,18,3.0,
2019-08-18,8,-10.0,0.11452939933262425
2019-08-19,12,4.0,
2019-08-20,12,0.0,
2019-08-21,13,1.0,
2019-08-22,6,-7.0,
2019-08-23,8,2.0,0.06768481028471
2019-08-24,2,-6.0,
2019-08-25,3,1.0,
2019-08-26,9,6.0,
2019-08-27,12,3.0,
2019-08-28,6,-6.0,0.03685372288735041
2019-08-29,12,6.0,
2019-08-30,10,-2.0,
2019-08-31,6,-4.0,
2019-09-01,2,-4.0,
2019-09-02,3,1.0,0.024782834251267448
2019-09-03,5,2.0,
2019-09-04,5,0.0,
2019-09-05,9,4.0,
2019-09-06,4,-5.0,
2019-09-07,4,0.0,0.02369026176437509
2019-09-08,4,0.0,
2019-09-09,5,1.0,
2019-09-10,17,12.0,
2019-09-11,10,-7.0,
2019-09-12,12,2.0,0.05741890779020124
2019-09-13,16,4.0,
2019-09-14,2,-14.0,
2019-09-15,8,6.0,
2019-09-16,10,2.0,
2019-09-17,11,1.0,0.04392018378855028
2019-09-18,13,2.0,
2019-09-19,3,-10.0,
2019-09-20,13,10.0,
2019-09-21,6,-7.0,
2019-09-22,1,-5.0,0.032392518133383806
2019-09-23,15,14.0,
2019-09-24,11,-4.0,
2019-09-25,18,7.0,
2019-09-26,8,-10.0,
2019-09-27,10,2.0,0.3105516340876565
2019-09-28,5,-5.0,
2019-09-29,4,-1.0,
2019-09-30,6,2.0,
2019-10-01,21,15.0,
2019-10-02,15,-6.0,1.0
2019-10-03,16,1.0,
2019-10-04,15,-1.0,
2019-10-05,5,-10.0,
2019-10-06,2,-3.0,
2019-10-07,8,6.0,0.9999999999999803
2019-10-08,8,0.0,
2019-10-09,8,0.0,
2019-10-10,13,5.0,
2019-10-11,7,-6.0,
2019-10-12,2,-5.0,0.9999999998592851
2019-10-13,1,-1.0,
2019-10-14,10,9.0,
2019-10-15,15,5.0,
2019-10-16,10,-5.0,
2019-10-17,17,7.0,1.0
2019-10-18,6,-11.0,
2019-10-19,8,2.0,
2019-10-20,2,-6.0,
2019-10-21,11,9.0,
2019-10-22,12,1.0,0.4460121030439194
2019-10-23,10,-2.0,
2019-10-24,15,5.0,
2019-10-25,15,0.0,
2019-10-26,8,-7.0,
2019-10-27,8,0.0,0.5589373049593525
2019-10-28,20,12.0,
2019-10-29,22,2.0,
2019-10-30,26,4.0,
2019-10-31,12,-14.0,
2019-11-01,11,-1.0,1.0
2019-11-02,7,-4.0,
2019-11-03,9,2.0,
2019-11-04,17,8.0,
2019-11-05,8,-9.0,
2019-11-06,11,3.0,0.9973074671020411
2019-11-07,17,6.0,
2019-11-08,8,-9.0,
2019-11-09,4,-4.0,
2019-11-10,4,0.0,
2019-11-11,4,0.0,1.725159565419311e-16
2019-11-12,13,9.0,
2019-11-13,16,3.0,
2019-11-14,14,-2.0,
2019-11-15,12,-2.0,
2019-11-16,7,-5.0,1.0
2019-11-17,9,2.0,
2019-11-18,22,13.0,
2019-11-19,18,-4.0,
2019-11-20,14,-4.0,
2019-11-21,25,11.0,1.0
2019-11-22,6,-19.0,
2019-11-23,7,1.0,
2019-11-24,2,-5.0,
2019-11-25,17,15.0,
2019-11-26,8,-9.0,0.946783802435666
2019-11-27,10,2.0,
2019-11-28,10,0.0,
2019-11-29,4,-6.0,
2019-11-30,4,0.0,
2019-12-01,3,-1.0,0.8011516694529204
2019-12-02,7,4.0,
2019-12-03,13,6.0,
2019-12-04,7,-6.0,
2019-12-05,8,1.0,
2019-12-06,4,-4.0,0.9997541341343823
2019-12-07,13,9.0,
2019-12-08,2,-11.0,
2019-12-09,12,10.0,
2019-12-10,16,4.0,
2019-12-11,8,-8.0,1.0
2019-12-12,14,6.0,
2019-12-13,7,-7.0,
2019-12-14,7,0.0,
2019-12-15,1,-6.0,
2019-12-16,9,8.0,0.9984008118656982
2019-12-17,8,-1.0,
2019-12-18,10,2.0,
2019-12-19,4,-6.0,
2019-12-20,14,10.0,
2019-12-21,5,-9.0,0.022166670866676893
2019-12-22,2,-3.0,
2019-12-23,9,7.0,
2019-12-24,4,-5.0,
2019-12-25,7,3.0,
2019-12-26,9,2.0,0.6146570456178967
2019-12-27,8,-1.0,
2019-12-28,10,2.0,
2019-12-29,6,-4.0,
2019-12-30,10,4.0,
2019-12-31,7,-3.0,0.16181485340355603
2020-01-01,13,6.0,
2020-01-02,21,8.0,
2020-01-03,21,0.0,
2020-01-04,4,-17.0,
2020-01-05,16,12.0,0.974468126046738
2020-01-06,27,11.0,
2020-01-07,21,-6.0,
2020-01-08,20,-1.0,
2020-01-09,11,-9.0,
2020-01-10,14,3.0,0.0005332864289319594
2020-01-11,4,-10.0,
2020-01-12,3,-1.0,
2020-01-13,12,9.0,
2020-01-14,14,2.0,
2020-01-15,8,-6.0,0.9561551435244926
2020-01-16,30,22.0,
2020-01-17,14,-16.0,
2020-01-18,9,-5.0,
2020-01-19,9,0.0,
2020-01-20,7,-2.0,0.17251418709235233
2020-01-21,13,6.0,
2020-01-22,12,-1.0,
2020-01-23,12,0.0,
2020-01-24,18,6.0,
2020-01-25,4,-14.0,0.6211924918647861
2020-01-26,6,2.0,
2020-01-27,17,11.0,
2020-01-28,19,2.0,
2020-01-29,31,12.0,
2020-01-30,12,-19.0,0.9999922396295919
2020-01-31,6,-6.0,
2020-02-01,8,2.0,
2020-02-02,16,8.0,
2020-02-03,6,-10.0,
2020-02-04,15,9.0,1.0
2020-02-05,15,0.0,
2020-02-06,21,6.0,
2020-02-07,13,-8.0,
2020-02-08,1,-12.0,
2020-02-09,11,10.0,0.03880192424673594
2020-02-10,11,0.0,
2020-02-11,13,2.0,
2020-02-12,10,-3.0,
2020-02-13,14,4.0,
2020-02-14,11,-3.0,0.9273736652780826
2020-02-15,6,-5.0,
2020-02-16,7,1.0,
2020-02-17,12,5.0,
2020-02-18,10,-2.0,
2020-02-19,13,3.0,0.6991718922779846
2020-02-20,12,-1.0,
2020-02-21,17,5.0,
2020-02-22,4,-13.0,
2020-02-23,6,2.0,
2020-02-24,18,12.0,0.9999999996433275
2020-02-25,13,-5.0,
2020-02-26,10,-3.0,
2020-02-27,10,0.0,
2020-02-28,6,-4.0,
2020-02-29,8,2.0,0.3745051884652147
2020-03-01,5,-3.0,
2020-03-02,11,6.0,
2020-03-03,10,-1.0,
2020-03-04,11,1.0,
2020-03-05,17,6.0,0.2758970615837658
2020-03-06,18,1.0,
2020-03-07,7,-11.0,
2020-03-08,9,2.0,
2020-03-09,7,-2.0,
2020-03-10,9,2.0,4.2098146016674e-16
2020-03-11,7,-2.0,
2020-03-12,11,4.0,
2020-03-13,14,3.0,
2020-03-14,6,-8.0,
2020-03-15,5,-1.0,1.0
2020-03-16,13,8.0,
2020-03-17,6,-7.0,
2020-03-18,11,5.0,
2020-03-19,10,-1.0,
2020-03-20,4,-6.0,0.9959603773241942
2020-03-21,4,0.0,
2020-03-22,6,2.0,
2020-03-23,8,2.0,
2020-03-24,10,2.0,
2020-03-25,6,-4.0,0.9742403032305742
2020-03-26,4,-2.0,
2020-03-27,5,1.0,
2020-03-28,4,-1.0,
2020-03-29,9,5.0,
2020-03-30,8,-1.0,0.21546675522595304
2020-03-31,6,-2.0,
2020-04-01,6,0.0,
2020-04-02,5,-1.0,
2020-04-03,7,2.0,
2020-04-04,3,-4.0,0.5294261260249363
2020-04-05,4,1.0,
2020-04-06,6,2.0,
2020-04-07,4,-2.0,
2020-04-08,3,-1.0,
2020-04-09,7,4.0,0.42383583888222054
2020-04-10,2,-5.0,
2020-04-11,3,1.0,
2020-04-12,6,3.0,
2020-04-13,4,-2.0,
2020-04-14,6,2.0,0.04125751914609291
2020-04-15,9,3.0,
2020-04-16,7,-2.0,
2020-04-17,3,-4.0,
2020-04-18,5,2.0,
2020-04-19,4,-1.0,0.27957368976699304
2020-04-20,6,2.0,
2020-04-21,11,5.0,
2020-04-22,9,-2.0,
2020-04-23,11,2.0,
2020-04-24,7,-4.0,0.8444081902637072
2020-04-25,4,-3.0,
2020-04-26,5,1.0,
2020-04-27,5,0.0,
2020-04-28,9,4.0,
2020-04-29,7,-2.0,0.9798151383825369
2020-04-30,6,-1.0,
2020-05-01,3,-3.0,
2020-05-02,5,2.0,
2020-05-03,8,3.0,
2020-05-04,3,-5.0,0.9956371659339689
2020-05-05,6,3.0,
2020-05-06,6,0.0,
2020-05-07,14,8.0,
2020-05-08,5,-9.0,
2020-05-09,6,1.0,0.17904079413735854
2020-05-10,10,4.0,
2020-05-11,5,-5.0,
2020-05-12,8,3.0,
2020-05-13,13,5.0,
2020-05-14,14,1.0,0.3860497355285466
2020-05-15,6,-8.0,
2020-05-16,6,0.0,
2020-05-17,6,0.0,
2020-05-18,5,-1.0,
2020-05-19,6,1.0,0.09297997889727863
2020-05-20,9,3.0,
2020-05-21,8,-1.0,
2020-05-22,10,2.0,
2020-05-23,4,-6.0,
2020-05-24,7,3.0,0.22552513690633233
2020-05-25,7,0.0,
2020-05-26,10,3.0,
2020-05-27,10,0.0,
2020-05-28,13,3.0,
2020-05-29,7,-6.0,0.9999999999999997
2020-05-30,6,-1.0,
2020-05-31,5,-1.0,
2020-06-01,12,7.0,
2020-06-02,11,-1.0,
2020-06-03,10,-1.0,0.3051051831156799
2020-06-04,12,2.0,
2020-06-05,10,-2.0,
2020-06-06,6,-4.0,
2020-06-07,11,5.0,
2020-06-08,16,5.0,0.050487183898343266
2020-06-09,13,-3.0,
2020-06-10,10,-3.0,
2020-06-11,16,6.0,
2020-06-12,10,-6.0,
2020-06-13,6,-4.0,0.886626486540672
2020-06-14,11,5.0,
2020-06-15,16,5.0,
2020-06-16,10,-6.0,
2020-06-17,17,7.0,
2020-06-18,18,1.0,0.4427606195981266
2020-06-19,11,-7.0,
2020-06-20,4,-7.0,
2020-06-21,6,2.0,
2020-06-22,16,10.0,
2020-06-23,8,-8.0,0.9467647368036187
2020-06-24,13,5.0,
2020-06-25,14,1.0,
2020-06-26,13,-1.0,
2020-06-27,6,-7.0,
2020-06-28,7,1.0,1.0
2020-06-29,11,4.0,
2020-06-30,6,-5.0,
2020-07-01,3,-3.0,
2020-07-02,12,9.0,
2020-07-03,10,-2.0,1.0
2020-07-04,6,-4.0,
2020-07-05,4,-2.0,
2020-07-06,8,4.0,
2020-07-07,17,9.0,
2020-07-08,11,-6.0,0.1980257660607202
2020-07-09,11,0.0,
2020-07-10,13,2.0,
2020-07-11,7,-6.0,
2020-07-12,9,2.0,
2020-07-13,9,0.0,1.0
2020-07-14,16,7.0,
2020-07-15,13,-3.0,
2020-07-16,11,-2.0,
2020-07-17,11,0.0,
2020-07-18,10,-1.0,3.881174320514054e-16
2020-07-19,3,-7.0,
2020-07-20,9,6.0,
2020-07-21,7,-2.0,
2020-07-22,32,25.0,
2020-07-23,19,-13.0,0.0
2020-07-24,44,25.0,
2020-07-25,13,-31.0,
2020-07-26,5,-8.0,
2020-07-27,20,15.0,
2020-07-28,32,12.0,0.9885770623730519
2020-07-29,29,-3.0,
2020-07-30,16,-13.0,
2020-07-31,16,0.0,
2020-08-01,10,-6.0,
2020-08-02,10,0.0,0.08408474980687243
2020-08-03,14,4.0,
2020-08-04,29,15.0,
2020-08-05,11,-18.0,
2020-08-06,14,3.0,
2020-08-07,8,-6.0,0.7512313079717072
2020-08-08,10,2.0,
2020-08-09,5,-5.0,
2020-08-10,9,4.0,
2020-08-11,25,16.0,
2020-08-12,15,-10.0,0.9827947342168292
2020-08-13,9,-6.0,
2020-08-14,4,-5.0,
2020-08-15,8,4.0,
2020-08-16,2,-6.0,
2020-08-17,6,4.0,0.10158837601361488
2020-08-18,8,2.0,
2020-08-19,8,0.0,
2020-08-20,8,0.0,
2020-08-21,9,1.0,
2020-08-22,10,1.0,0.043958571899906894
2020-08-23,9,-1.0,
2020-08-24,9,0.0,
2020-08-25,15,6.0,
2020-08-26,8,-7.0,
2020-08-27,11,3.0,0.0978990225343259
2020-08-28,7,-4.0,
2020-08-29,6,-1.0,
2020-08-30,3,-3.0,
2020-08-31,9,6.0,
2020-09-01,14,5.0,0.12094229866449735
2020-09-02,13,-1.0,
2020-09-03,12,-1.0,
2020-09-04,10,-2.0,
2020-09-05,10,0.0,
2020-09-06,2,-8.0,0.08270564033038656
2020-09-07,12,10.0,
2020-09-08,14,2.0,
2020-09-09,21,7.0,
2020-09-10,8,-13.0,
2020-09-11,6,-2.0,0.8383432843630179
2020-09-12,12,6.0,
2020-09-13,10,-2.0,
2020-09-14,12,2.0,
2020-09-15,22,10.0,
2020-09-16,10,-12.0,1.0
2020-09-17,15,5.0,
2020-09-18,11,-4.0,
2020-09-19,10,-1.0,
2020-09-20,8,-2.0,
2020-09-21,8,0.0,0.1817725295223664
2020-09-22,16,8.0,
2020-09-23,17,1.0,
2020-09-24,10,-7.0,
2020-09-25,10,0.0,
2020-09-26,13,3.0,0.9839277718648203
2020-09-27,7,-6.0,
2020-09-28,11,4.0,
2020-09-29,7,-4.0,
2020-09-30,12,5.0,
2020-10-01,12,0.0,0.7143075443402523
2020-10-02,14,2.0,
2020-10-03,4,-10.0,
2020-10-04,8,4.0,
2020-10-05,8,0.0,
2020-10-06,11,3.0,0.9831977130326705
2020-10-07,14,3.0,
2020-10-08,25,11.0,
2020-10-09,22,-3.0,
2020-10-10,14,-8.0,
2020-10-11,8,-6.0,1.0
2020-10-12,7,-1.0,
2020-10-13,25,18.0,
2020-10-14,7,-18.0,
2020-10-15,11,4.0,
2020-10-16,9,-2.0,0.5158418902669073
2020-10-17,6,-3.0,
2020-10-18,11,5.0,
2020-10-19,8,-3.0,
2020-10-20,12,4.0,
2020-10-21,20,8.0,0.9189032897493928
2020-10-22,14,-6.0,
2020-10-23,16,2.0,
2020-10-24,10,-6.0,
2020-10-25,6,-4.0,
2020-10-26,10,4.0,0.31010849190321754
2020-10-27,36,26.0,
2020-10-28,34,-2.0,
2020-10-29,22,-12.0,
2020-10-30,13,-9.0,
2020-10-31,15,2.0,0.08257070957863115
2020-11-01,8,-7.0,
2020-11-02,9,1.0,
2020-11-03,9,0.0,
2020-11-04,7,-2.0,
2020-11-05,24,17.0,0.9838631595875141
2020-11-06,15,-9.0,
2020-11-07,8,-7.0,
2020-11-08,4,-4.0,
2020-11-09,11,7.0,
2020-11-10,18,7.0,0.2580147645020841
2020-11-11,8,-10.0,
2020-11-12,17,9.0,
2020-11-13,6,-11.0,
2020-11-14,7,1.0,
2020-11-15,8,1.0,1.0604854481897203e-05
2020-11-16,20,12.0,
2020-11-17,12,-8.0,
2020-11-18,17,5.0,
2020-11-19,15,-2.0,
2020-11-20,13,-2.0,0.09462601429004289
2020-11-21,6,-7.0,
2020-11-22,8,2.0,
2020-11-23,5,-3.0,
2020-11-24,11,6.0,
2020-11-25,9,-2.0,0.06155477708654833
2020-11-26,12,3.0,
2020-11-27,3,-9.0,
2020-11-28,8,5.0,
2020-11-29,6,-2.0,
2020-11-30,10,4.0,0.9687892864069941
2020-12-01,13,3.0,
2020-12-02,15,2.0,
2020-12-03,14,-1.0,
2020-12-04,16,2.0,
2020-12-05,12,-4.0,2.811684615112794e-07
2020-12-06,6,-6.0,
2020-12-07,10,4.0,
2020-12-08,9,-1.0,
2020-12-09,7,-2.0,
2020-12-10,3,-4.0,2.477022536945879e-05
2020-12-11,7,4.0,
2020-12-12,5,-2.0,
2020-12-13,5,0.0,
2020-12-14,5,0.0,
2020-12-15,6,1.0,0.018797090021355163
2020-12-16,5,-1.0,
2020-12-17,13,8.0,
2020-12-18,10,-3.0,
2020-12-19,7,-3.0,
2020-12-20,6,-1.0,1.0
2020-12-21,12,6.0,
2020-12-22,12,0.0,
2020-12-23,7,-5.0,
2020-12-24,9,2.0,
2020-12-25,5,-4.0,1.0
2020-12-26,6,1.0,
2020-12-27,3,-3.0,
2020-12-28,5,2.0,
2020-12-29,9,4.0,
2020-12-30,8,-1.0,0.037244268007034724
2020-12-31,13,5.0,
2021-01-01,6,-7.0,
2021-01-02,7,1.0,
2021-01-03,13,6.0,
2021-01-04,7,-6.0,0.007536808552445949
2021-01-05,11,4.0,
2021-01-06,14,3.0,
2021-01-07,7,-7.0,
2021-01-08,12,5.0,
2021-01-09,10,-2.0,0.9618823618568922
2021-01-10,4,-6.0,
2021-01-11,14,10.0,
2021-01-12,17,3.0,
2021-01-13,24,7.0,
2021-01-14,21,-3.0,0.9997429984489489
2021-01-15,8,-13.0,
2021-01-16,5,-3.0,
2021-01-17,3,-2.0,
2021-01-18,9,6.0,
2021-01-19,9,0.0,1.0
2021-01-20,8,-1.0,
2021-01-21,16,8.0,
2021-01-22,6,-10.0,
2021-01-23,8,2.0,
2021-01-24,9,1.0,1.0
2021-01-25,20,11.0,
2021-01-26,19,-1.0,
2021-01-27,23,4.0,
2021-01-28,23,0.0,
2021-01-29,23,0.0,0.7094453021089702
2021-01-30,30,7.0,
2021-01-31,20,-10.0,
2021-02-01,23,3.0,
2021-02-02,16,-7.0,
2021-02-03,22,6.0,0.059150615691437515
2021-02-04,14,-8.0,
2021-02-05,13,-1.0,
2021-02-06,11,-2.0,
2021-02-07,7,-4.0,
2021-02-08,21,14.0,0.004867963552320721
2021-02-09,11,-10.0,
2021-02-10,14,3.0,
2021-02-11,16,2.0,
2021-02-12,22,6.0,
2021-02-13,9,-13.0,0.9999983252158409
2021-02-14,1,-8.0,
2021-02-15,11,10.0,
2021-02-16,9,-2.0,
2021-02-17,13,4.0,
2021-02-18,16,3.0,0.813899380978953
2021-02-19,8,-8.0,
2021-02-20,4,-4.0,
2021-02-21,6,2.0,
2021-02-22,19,13.0,
2021-02-23,13,-6.0,1.0
2021-02-24,26,13.0,
2021-02-25,15,-11.0,
2021-02-26,9,-6.0,
2021-02-27,8,-1.0,
2021-02-28,10,2.0,1.0
2021-03-01,10,0.0,
2021-03-02,22,12.0,
2021-03-03,12,-10.0,
2021-03-04,14,2.0,
2021-03-05,10,-4.0,0.9859328375231637
2021-03-06,6,-4.0,
2021-03-07,7,1.0,
2021-03-08,20,13.0,
2021-03-09,18,-2.0,
2021-03-10,17,-1.0,0.7124655455974174
2021-03-11,20,3.0,
2021-03-12,14,-6.0,
2021-03-13,7,-7.0,
2021-03-14,2,-5.0,
2021-03-15,18,16.0,0.9997346738965159
2021-03-16,23,5.0,
2021-03-17,16,-7.0,
2021-03-18,15,-1.0,
2021-03-19,17,2.0,
2021-03-20,9,-8.0,0.02751259660240484
2021-03-21,5,-4.0,
2021-03-22,16,11.0,
2021-03-23,18,2.0,
2021-03-24,17,-1.0,
2021-03-25,15,-2.0,1.6116713150768558e-17
2021-03-26,10,-5.0,
2021-03-27,12,2.0,
2021-03-28,5,-7.0,
2021-03-29,5,0.0,
2021-03-30,6,1.0,1.0
2021-03-31,9,3.0,
2021-04-01,19,10.0,
2021-04-02,4,-15.0,
2021-04-03,7,3.0,
2021-04-04,3,-4.0,7.769120064808935e-18
2021-04-05,13,10.0,
2021-04-06,13,0.0,
2021-04-07,8,-5.0,
2021-04-08,9,1.0,
2021-04-09,11,2.0,1.7007845170482034e-07
2021-04-10,6,-5.0,
2021-04-11,7,1.0,
2021-04-12,12,5.0,
2021-04-13,11,-1.0,
2021-04-14,13,2.0,6.324455800956595e-15
2021-04-15,14,1.0,
2021-04-16,5,-9.0,
2021-04-17,5,0.0,
2021-04-18,7,2.0,
2021-04-19,10,3.0,0.6425401734398325
2021-04-20,14,4.0,
2021-04-21,13,-1.0,
2021-04-22,12,-1.0,
2021-04-23,26,14.0,
2021-04-24,5,-21.0,1.0000000000000002
2021-04-25,3,-2.0,
2021-04-26,17,14.0,
2021-04-27,16,-1.0,
2021-04-28,31,15.0,
2021-04-29,19,-12.0,0.9999999999997127
2021-04-30,13,-6.0,
2021-05-01,12,-1.0,
2021-05-02,10,-2.0,
2021-05-03,23,13.0,
2021-05-04,26,3.0,0.31554597850285887
2021-05-05,14,-12.0,
2021-05-06,19,5.0,
2021-05-07,12,-7.0,
2021-05-08,5,-7.0,
2021-05-09,9,4.0,0.41602304957652925
2021-05-10,21,12.0,
2021-05-11,13,-8.0,
2021-05-12,15,2.0,
2021-05-13,14,-1.0,
2021-05-14,11,-3.0,0.7888855398109971
2021-05-15,3,-8.0,
2021-05-16,12,9.0,
2021-05-17,5,-7.0,
2021-05-18,8,3.0,
2021-05-19,13,5.0,0.798318881305339
2021-05-20,13,0.0,
2021-05-21,14,1.0,
2021-05-22,3,-11.0,
2021-05-23,6,3.0,
2021-05-24,5,-1.0,0.46723195858766653
2021-05-25,10,5.0,
2021-05-26,16,6.0,
2021-05-27,9,-7.0,
2021-05-28,5,-4.0,
2021-05-29,5,0.0,0.5656049512954031
2021-05-30,10,5.0,
2021-05-31,11,1.0,
2021-06-01,21,10.0,
2021-06-02,18,-3.0,
2021-06-03,17,-1.0,0.5356482509930011
2021-06-04,12,-5.0,
2021-06-05,6,-6.0,
2021-06-06,9,3.0,
2021-06-07,5,-4.0,
2021-06-08,14,9.0,0.9666313198321516
2021-06-09,9,-5.0,
2021-06-10,20,11.0,
2021-06-11,17,-3.0,
2021-06-12,5,-12.0,
